,bitcount,blowfish,bzip2,crc32,dijkstra,gsm,jpeg-c,jpeg-d,patricia,qsort,sha,stringsearch,stringsearch2,susan,tiff2bw,tiff2rgba,tiffdither,tiffmedian
148,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
149,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
150,543438086,746818,193514526,4396728,261838,53812373,13645314,3672147,520933,140447125,403790,420220,10489777,41988582,5698160,15205343,4556957,7069262
151,543438086,746818,193514526,4396728,261838,53812373,13645314,3672147,520933,140447125,403790,420220,10489777,41988582,5698160,15205343,4556957,7069262
152,543438086,746818,207363085,4396728,261838,53812373,13652091,3672143,520787,140447124,403790,420220,9376662,41988582,5698172,15205347,4556957,7061774
153,543438086,746818,207363085,4396728,261838,53812373,13652091,3672143,520787,140447124,403790,420220,9376662,41988582,5698172,15205347,4556957,7061774
154,543438086,746818,207363085,4396728,261838,53812373,13652091,3672143,520787,140447124,403790,420220,9376662,41988582,5698172,15205347,4556957,7061774
155,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
156,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
157,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
158,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
159,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
160,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
161,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
162,543438118,746818,207774024,4396728,262034,53812366,13613270,3639060,520871,140455174,403796,419260,9376662,41988582,5698116,15205326,4557134,7081581
